part	떼어놓다, 분리하다
divide	떼어놓다, 분리하다
break up	떼어놓다, 분리하다
high chair	어린이용 높은 의자
bottle	젖병
tough	힘든, 질긴, 강인한
hardy	튼튼한
frustrated	좌절된, 욕구 불만의
spoonful	한 숟가락 가득한 양
vocalize	목소리를 내다
clueless	단서가 없는
happen to	우연히 ~하다
by chance	우연히
notice	알다, 알림, 공지 / 인지하다, 인식하다
lastly	마침내, 결국
recently	최근에
lately	최근에
flight	비행, 항공편
flight attendant	비행기 승무원
boarding pass	비행기 표
catalogue	목록
luxury	고급의, 사치스러운
a wide variety of	아주 다양한
literacy	읽고 쓰는 능력
high-achieving	성취도가 높은
have~ in common	~을 공통으로 갖다
willingness to	기꺼이 ~하고자 하는
shortcut	지름길
be anxious to	~하고 싶어 하다
give a hand	도움을 주다
attitude	마음가짐, 태도
aptitude	적성, 소질
fair	박람회
sold-out	품절
misfortune	불행, 불운
fortune	행운, 큰 돈
fortunately	다행히도
fortune teller	점쟁이
soldier of fortune	용병
roll up	~을 말아 올리다
scoop	국자
actually	실제로
readily	즉시, 쉽게, 기꺼이 / 기꺼이
here and now	즉시
interference	간섭, 방해
background	후면
cell phone	휴대전화
perhaps	아마
set	(해 따위가) 지다
sunrise	일출
on fire	불타는
especially	특히
particularly	특히 / 특별히, 특히
exceptionally	특히, 특별히 / 특별히, 예외적으로
degree	(온도)도, 학위, 정도
scale	눈금,저울,비늘,규모
amusement park	놀이공원
all at once	갑자기
suddenly	갑자기
land	내려앉다, 착륙하다
let out	~을 입 밖에 내다
laughter	웃음소리
chuckling	빙그레 웃다
giggling	킥킥거리며 웃다
mess up	망치다
screw up	망치다
burst into laughter	웃음보를 터뜨리다
blow off	불어서 날려버리다
tape	녹화하다
put on	방송에 내보내다
go on air	방송하다
broadcast	방송하다
according to	~에 따르면
from all accounts	사람들 말에 따르면
reportedly	들리는 바에 의하면
entertainer	예능인
editor	편집자
exclusion	제외, 배척
based on	~에 근거하여
on the basis of	~에 근거하여
groundless	근거없는
usefulness	유용(성)
century	100년, 1세기
cheer on	~을 응원하다
hold up	지지하다
encourage	격려하다, 장려하다
motivate	격려하다, 장려하다
courage	용기
dissuade	설득하여 단념시키다
ability	능력
motivational	동기를 부여하는
virtue	장점, 미덕
involved	내포된, 포함된
included	내포된, 포함된
wheat	밀
barley	보리
oat	귀리
dairy product	유제품
beverage	음료, 마실 것
medicine	약, 약물
medication	약물 치료
remedy	치료, 치료약
prescription	처방전, 규정하다
as ~ as possible	가능한 한 ~
different	다양한
demand	필요하다, 요구하다
vegetable	채소, 야채
vegetarian	채식주의자
consist	구성되어 있다
assist	돕다
even though	비록 ~할지라도 / 비록 ~ 이지만
even if	만약 ~한다해도 / 설령~라고 하더라도
as though	마치~인것처럼
as if	마치~인것처럼
be willing to	기꺼이 ~하다
be open to	기꺼이 받아들이다
defend	지키다, 방어하다
guard	지키다, 방어하다
possession	소유물, 재산
assets	재산
real estate	부동산
shout	소리치다
if necessary	필요하면
blow	일격, 강타
continual	변치 않는, 일정한
persistent	변치 않는, 일정한
sustained	변치 않는, 일정한
ceaseless	변치 않는, 일정한
steady	변치 않는, 일정한
invariable	변치 않는, 일정한
quarrel	싸우다, 다투다
diaper	기저귀
employee	직원, 종업원
once in an while	때때로
expectation	예상(한 일), 기대
inexpensive	저렴한
budget airline	저가 항공
involved with	~와 관련한
linked to	~와 관련한
related with	~와 관련한
miss a beat	잠시 중단되다
start a family	가정을 꾸리다
adopt	입양하다, 선택하다 / 받아들이다
on the road	이동 중인
quality + 명사	훌륭한, 양질의
contact	접촉하다, 연락하다
get in touch with	접촉하다, 연락하다
recommend	추천하다, 권고하다
suggest	추천하다, 권고하다
commend	추천하다, 권고하다
farther	더 멀리 (거리)
instead of	~을 대신해서
vow	약속, 맹세
pledge	약속, 맹세
oath	약속, 맹세
highly	매우, 대단히
extremely	매우, 대단히
extraordinarily	특별히
accept	받아들이다
sundown	일몰
fountain	분수
fountain pen	만년필
empty	텅 빈
anxious	걱정하는, 열정적인
bothered	걱정하는
threateningly	위협적이게
square	광장
except for	~을 제외하고
scary	무서운, 두려운
scared	겁먹은
reduce	감소시키다, 줄이다
lessen	감소시키다, 줄이다 / 감소하다
diminish	감소시키다, 줄이다 / 감소하다
intend	의도하다, 계획하다
pretend	~인 척하다
attend	참석하다, 집중하다
contend	경쟁하다, 논쟁하다
tend to~	~하는 경향이 있다
lower	낮추다, 더 낮은
randomly	무작위로, 순서 없이
respond	반응하다, 대응하다
responsible	책임있는
realize	인지하다, 인식하다
sense	인지하다, 인식하다
cognize	인식하다
receive	받다
deceive	속이다
take part in	~에 참여하다
participate in	~에 참여하다
get involved	관여하다
categorize	범주화하다, 분류하다
be connected with	~와 관련되어 있다
be related to	~와 관련되어 있다
general	보편적인, 일반적인
regular	보편적인, 일반적인
average	보편적인, 일반적인
grave	심각한
guilty	유죄의, 죄책감 있는
be to blame	유죄의, 책임있는
innocent	무죄의, 순수한
childlike	순수한, 천진난만한
occasion	원인, 때, 경우, 행사
violent	폭력적인
aggressive	폭력적인, 공격적인
benefits	이점, 장점, 효능
ancestor	조상, 선조
forefather	조상, 선조
forebear	조상, 선조
depression	우울, 우울증
arrange	배열하다, 정리하다
so-called	이른바, 소위
unable	못하는, 무능력한
path	길
solution	해결책, 해법
improvement	개선, 향상
proof	증명, 증거
disprove	틀렸다고 증명하다
disproof	반박, 반증
approve	승인하다, 인정하다
the number of	~의 숫자
over	~에 걸쳐
relative	상대적인, 친척
following	다음의, 이어지는
pointed	뾰족한
up to	(최대)~까지
urban	도시의
commercial	상업적인, 상업광고
a (good) number of	수많은
appearance	외모, 형태, 출현
dig	파다
mine	캐다
transplant	옮겨심다, 이식하다
despite	~에도 불구하고
in spite of	~에도 불구하고
regardless of	~에도 불구하고
for all	~에도 불구하고
even with	~에도 불구하고
broil	굽다
cash crop	(팔 목적의) 농작물
art	예술, 기술
throw	개최하다
unlimited	무제한의
recharge	재충전 하다
extra charge	추가요금
invite A to ~	A가 ~하도록 하다
participate	참가하다
sign up for	~에 등록하다
through	~을 통해서
lie	존재하다, 눕다
existing	기존의, 현재 쓰는
range	범위, 범위가~이다
be aware of	~을 알다
beware	조심하다
